Follicular Dendritic Cell (19)	CR2, CXCL13, FCER2A, FCGRB, MADCAM1, MFGE8, VCAM1
Centrocyte (20)	BCL6, CD19, CD83, Mki67, MS4A1
T Follicular Helper Cell (21)	CD3D, CD4, CXCR5, MAF, PDCD1
T Follicular Regulatory Cell (22)	CD3D, CD4, CXCR5, FOXP3, IL2RA
Tingible Body Macrophage (23)	CD4, CD14, HLA-DRA, ITGAX
Plasmablast (24)	CD38, IRF4, PRDM1, SDC1
Centroblast (25)	AICDA, BCL6, CD19, CD27, CXCR4, Mki67, MS4A1
B Cell Zone Reticular Cell (26)	CXCL12, TNFSF11
Naive B Cell (27)	CD19, MS4A1, IGHD, FCER2, HLA-DRA, SELL
Memory B Cell (28)	CD19, MS4A1, HLA-DRA
Naive CD4+ T cell (29)	CD3D, CCR7, SELL
Memory CD4+ T cell (30)	CD3D, CXCR6, ITGA1
Th1 cell (31)	CD3D, IL7R, ID2
Th2 cell (32)	CD3D, IL7R, ID2
Th17 cell (33)	CD3D, CCR6, IL7R, ID2
T Regulatory Cell (34)	FOXP3, IL2RA, CTLA4
T Cytotoxic Cell (35)	CD3D, CD8A, GZMB, GZMK
Naive CD8+ T cell (36)	CD3D, CD8A, CCR7, SELL
Memory CD8+ T cell (37)	CD3D, CD8A, CXCR6, ITGA1
Natural Killer Cell (38)	ID2, KLRD1
T Cell Zone Reticular Cell (39)	CCL19, CCL21, IL7
Dendritic Cell (40)	ITGAX, CD40, CD83, HLA-DRA
T Follicular Regulatory Cell (41)	CD3D, CD4, CXCR5, FOXP3, IL2RA
Conventional Dendritic Cell (cDC2) (42)	CD1C, CLEC10A, CD86
Lymphatic Endothelial Cell (43)	CD209, CLEC4G, CLEC4M, LYVE1, MARCO
T Cell Zone Reticular Cell (44)	CCL19, CCL12, IL7
Macrophage (45)	CD4, CD14, HLA-DRA, ITGAX
Blood Vessel Endothelial Cell (46)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Blood Vessel Endothelial Cell (47)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Blood Vessel Endothelial Cell (48)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Plasmacytoid Dendritic Cell (49)	IL3RA, CLEC4C, GZMB, IGJ
Conventional Dendritic Cell (cDC1) (50)	XCR1, CADM1, CLEC9A, BATF3, IDO1
Dendritic Cell (51)	ITGAX, CD40, CD83, HLA-DRA
Naive CD4+ T cell (52)	CD3D, CCR7, SELL
Memory CD4+ T cell (53)	CD3D, CXCR6, ITGA1
Th1 cell (54)	CD3D, IL7R, ID2
Th2 cell (55)	CD3D, IL7R, ID2
Th17 cell (56)	CD3D, CCR6, IL7R, ID2
Gamma/Delta T cells (57)	CD3D, TRDC, ID2, KLRD1
T Regulatory Cell (58)	FOXP3, IL2RA, CTLA4
T Cytotoxic Cell (59)	CD3D, CD8A, GZMB, GZMK
Naive CD8+ T cell (60)	CD3D, CD8A, CCR7, SELL
Memory CD8+ T cell (61)	CD3D, CD8A, CXCR6, ITGA1
Natural Killer Cell (62)	ID2, KLRD1
Mast Cell (63)	KIT, MS4A2, TPSAB1, TPSB2
Plasma Cell (64)	CD38, IRF4, PRDM1, SDC1
Monocytoid B Cell (65)	AICDA, CD19, IGHM
B Cell (66)	CD19, MS4A1, HLA-DRA
Macrophage (67)	CD4, CD14, HLA-DRA, ITGAX
Medullary Reticular Cell (68)	CXCL12, TNFSF11
T Cell (69)	CD3D, CD4, CD8A
Lymphatic Endothelial Cell (70)	CD209, CLEC4G, CLEC4M, LYVE1, MARCO
Plasma Cell (71)	CD38, IRF4, PRDM1, SDC1
B Cell (72)	CD19, MS4A1, HLA-DRA
Mast Cell (73)	KIT, TPSB2, TPSAB1, MS4A2
Macrophage (74)	CD4, CD14, HLA-DRA, ITGAX
Plasmablast (75)	CD38, IRF4, PRDM1, SDC1
Dendritic Cell (76)	CD40, CD83, HLA-DRA
Blood Vessel Endothelial Cell (77)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Blood Vessel Endothelial Cell (78)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Pericyte (79)	PDGFRalpha+, PDGFRbeta+
Lymphatic Endothelial Cell of Medulla Ceiling (80)	ACKR4, LYVE1, MFAP4, NT5E
Lymphatic Endothelial Cell (81)	ACKR4, CAV1, NUDT4, NT5E
Smooth Muscle Cell (82)	ACTA2
Sympathetic Neuron (83)	NCAM1, UCHL1
Blood Vessel Endothelial Cell (84)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
Blood Vessel Endothelial Cell (85)	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1
