paneth cell of epithelium proper of small intestine:Small Intestine	DEFA5;LYZ
duodenal goblet cell:Small Intestine	MUC2;CLCA4;SLC26A2;ITLN1
tuft cell:Small Intestine	SELENBP1;IRF7;DCLK1
absorptive:Small Intestine	CA2;SI
enterocyte:Small Intestine	BEST4;CA7;NEURL1;HES1
endocrine lineage cell:Small Intestine	CRYBA2
stem cell:Small Intestine	MYL9;LGR5;CDHR1;ASCL2;BIRC3
endothelial:Small Intestine	CD36;NOVA2;SOX17
myofibroblast:Small Intestine	DES;CNN1;ACTG2;TP53I3
fibroblast:Small Intestine	COL6A2;COL6A1
B cell:Small Intestine	MKI67;MS4A1;PAX5
plasma:Small Intestine	IGLL5
CD4+ T:Small Intestine	CD3;CD5;TCRab;CD7;CD4;CD3D;CD2
regulatory CD4+ T:Small Intestine	CD4;FOXP3
CD8+ T:Small Intestine	CD8A;MGLL;TAGLN;CD3D;CD2
macrophage:Small Intestine	CD14
mast cell:Small Intestine	HDC
fibroblasts:Small Intestine	COL6A2;COL6A1
endothelial cells:Small Intestine	NOVA2;SOX17
epithelial stem cells:Small Intestine	MYL9;LGR5;CDHR1;ASCL2;BIRC3
Paneth:Small Intestine	DEFA5;LYZ
endocrine:Small Intestine	CRYBA2
jejunal goblet cell:Small Intestine	MUC2;CLCA4;SLC26A2;ITLN1
enterocytes:Small Intestine	BEST4;CA7;NEURL1;HES1
Tuft cells:Small Intestine	SELENBP1;IRF7;DCLK1
myofibroblasts:Small Intestine	DES;CNN1;ACTG2;TP53I3
macrophages:Small Intestine	CD14
mast cells:Small Intestine	HDC
endoethlial:Small Intestine	NOVA2;SOX17
goblet:Small Intestine	MUC2;CLCA4;SLC26A2;ITLN1
